Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
10,374840,374828,374812,374830,372758
4,375070,375048,375031,375051,372978
8,375280,375268,375250,375271,373199
6,375460,375489,375469,375492,373419
9,375940,375901,375913,375898,373860
1,376140,376122,376132,376118,374080
5,376310,376342,376352,376339,374301
7,376540,376563,376571,376560,374521
3,376750,376783,376790,376781,374742
11,376990,377004,377009,377002,374962
2,377190,377225,377228,377222,375182
12,377440,377445,377447,377443,375403
4,377650,377666,377667,377664,375623
10,377880,377886,377886,377885,375844
6,378090,378107,378105,378105,376064
8,378310,378328,378324,378326,376285
9,378590,378548,378543,378547,376505
5,378800,378769,378763,378768,376725
1,379000,378989,378982,378989,376946
7,379200,379210,379201,379209,377166
11,379470,379431,379420,379430,377387
3,379690,379651,379639,379651,377607
12,379920,379872,379858,379872,377827
2,380100,380092,380078,380093,378048
10,380270,380313,380297,380313,378268
4,380520,380534,380516,380534,378489
8,380730,380754,380735,380755,378709
6,380960,380975,380954,380976,378930
5,381390,381394,381402,381391,379370
9,381610,381614,381622,381612,379591
7,381850,381835,381841,381833,379811
1,382090,382056,382061,382054,380032
3,382290,382276,382280,382275,380252
11,382540,382497,382500,382496,380472
2,382690,382717,382719,382717,380693
12,382940,382938,382939,382938,380913
4,383120,383159,383158,383159,381134
10,383340,383379,383377,383380,381354
6,383590,383600,383597,383601,381574
8,383820,383821,383816,383822,381795
5,384060,384041,384036,384043,382015
9,384230,384262,384255,384263,382236
1,384500,384483,384475,384484,382456
7,384740,384703,384694,384705,382677
3,384950,384924,384914,384926,382897
2,385160,385144,385133,385147,383117
11,385370,385365,385353,385368,383338
4,385580,385586,385572,385589,383558
12,385790,385806,385792,385810,383779
6,385990,386027,386011,386031,383999
10,386240,386248,386231,386252,384219
8,386490,386468,386450,386473,384440
9,386880,386879,386893,386879,384881
5,387100,387100,387113,387100,385101
7,387350,387321,387332,387321,385321
1,387560,387543,387552,387542,385542
2,387770,387764,387772,387763,385762
3,387970,387985,387991,387984,385983
4,388190,388206,388211,388205,386203
11,388400,388427,388431,388426,386424
6,388670,388648,388650,388647,386644
12,388840,388869,388870,388868,386864
8,389040,389090,389090,389089,387085
10,389310,389312,389309,389310,387305
5,389500,389533,389529,389531,387526
9,389730,389754,389749,389752,387746
7,390010,389975,389968,389973,387966
2,390180,390196,390188,390194,388187
1,390420,390417,390408,390415,388407
3,390610,390638,390627,390636,388628
11,390860,390859,390847,390857,388848
4,391070,391081,391067,391078,389068
12,391320,391302,391286,391299,389289
6,391550,391523,391506,391520,389509
10,391750,391744,391726,391741,389730
8,392010,391965,391945,391961,389950
9,392370,392381,392388,392373,390391
5,392620,392602,392608,392595,390611
2,392810,392822,392828,392816,390832
7,393070,393043,393048,393037,391052
3,393280,393263,393267,393258,391273
1,393500,393484,393487,393480,391493
4,393680,393704,393707,393701,391713
11,393900,393925,393927,393922,391934
6,394120,394145,394146,394144,392154
12,394400,394366,394366,394365,392375
8,394570,394586,394586,394586,392595
10,394860,394807,394806,394807,392816
9,395030,395027,395026,395029,393036
2,395240,395248,395245,395250,393256
5,395460,395468,395465,395471,393477
7,395730,395689,395685,395692,393697
1,395910,395909,395905,395914,393918
3,396120,396130,396124,396135,394138
4,396360,396350,396344,396356,394358
6,396520,396571,396564,396577,394579
11,396770,396791,396784,396799,394799
8,396980,397012,397004,397020,395020
12,397250,397232,397223,397241,395240
10,397480,397453,397443,397462,395460
2,397900,397878,397888,397880,395901
9,398140,398099,398108,398101,396122
7,398330,398320,398328,398322,396342
5,398550,398541,398548,398543,396563
3,398800,398762,398768,398764,396783
1,399000,398983,398988,398985,397003
6,399190,399203,399208,399206,397224
4,399410,399424,399428,399427,397444
8,399600,399645,399647,399648,397665
11,399860,399866,399867,399868,397885
10,400060,400087,400087,400089,398105
12,400300,400307,400307,400310,398326
9,400550,400528,400527,400531,398546
2,400790,400749,400747,400752,398767
5,400970,400970,400967,400973,398987
7,401180,401191,401187,401194,399207
3,401400,401412,401407,401415,399428
6,401630,401632,401627,401636,399648
1,401860,401853,401847,401857,399869
4,402040,402074,402067,402078,400089
11,402310,402295,402287,402299,400310
8,402530,402516,402507,402520,400530
12,402740,402737,402727,402741,400750
10,402960,402957,402946,402962,400971
2,403430,403378,403380,403368,401412
9,403660,403597,403599,403589,401632
7,403760,403816,403819,403809,401852
5,404000,404036,404039,404029,402073
6,404270,404255,404259,404250,402293
3,404500,404475,404478,404470,402514
4,404710,404694,404698,404691,402734
1,404920,404914,404918,404911,402954
8,405110,405133,405137,405131,403175
11,405370,405353,405357,405352,403395
10,405550,405572,405577,405572,403616
12,405790,405791,405797,405792,403836
2,406000,406011,406016,406013,404057
7,406250,406230,406236,406233,404277
9,406450,406450,406456,406453,404497
6,406620,406669,406675,406674,404718
5,406900,406889,406895,406894,404938
3,407100,407108,407115,407114,405159
1,407350,407328,407335,407335,405379
4,407540,407547,407554,407555,405599
8,407770,407766,407774,407776,405820
10,407950,407986,407994,407996,406040
11,408220,408205,408213,408216,406261
12,408440,408425,408433,408437,406481
7,408840,408848,408861,408838,406922
2,409090,409068,409081,409059,407142
6,409290,409288,409300,409280,407363
9,409520,409507,409520,409501,407583
3,409750,409727,409739,409721,407804
5,409930,409947,409958,409942,408024
4,410160,410167,410178,410163,408244
1,410380,410386,410397,410383,408465
10,410580,410606,410617,410604,408685
8,410840,410826,410836,410825,408906
12,411040,411046,411055,411046,409126
11,411230,411266,411275,411266,409346
2,411500,411485,411494,411487,409567
7,411770,411705,411714,411708,409787
9,411940,411925,411933,411928,410008
6,412100,412145,412152,412149,410228
5,412360,412365,412372,412370,410449
3,412600,412584,412591,412591,410669
4,412840,412804,412811,412811,410889
10,412990,413024,413030,413032,411110
1,413280,413244,413249,413253,411330
8,413430,413464,413469,413473,411551
11,413690,413683,413688,413694,411771
12,413890,413903,413908,413915,411991
7,414380,414336,414350,414337,412432
2,414590,414557,414569,414558,412653
6,414790,414777,414789,414778,412873
9,415020,414998,415008,414999,413093
3,415220,415218,415228,415220,413314
5,415420,415439,415447,415441,413534
10,415630,415659,415667,415662,413755
4,415900,415880,415886,415882,413975
8,416100,416100,416106,416103,414196
1,416310,416321,416325,416324,414416
12,416500,416541,416545,416545,414636
11,416780,416762,416764,416765,414857
7,417010,416982,416984,416986,415077
6,417210,417203,417203,417207,415298
2,417440,417423,417423,417428,415518
3,417650,417644,417642,417649,415738
9,417850,417865,417862,417869,415959
10,418060,418085,418081,418090,416179
5,418310,418306,418301,418311,416400
4,418540,418526,418520,418532,416620
1,418780,418747,418740,418752,416840
8,418960,418967,418959,418973,417061
11,419140,419188,419179,419194,417281
12,419430,419408,419398,419415,417502
6,419830,419826,419833,419816,417943
7,420030,420046,420053,420037,418163
3,420280,420266,420272,420257,418383
2,420520,420486,420491,420478,418604
10,420700,420706,420711,420698,418824
9,420930,420926,420930,420919,419045
4,421130,421145,421150,421140,419265
5,421330,421365,421369,421360,419485
8,421590,421585,421589,421581,419706
1,421820,421805,421808,421802,419926
12,422010,422025,422027,422022,420147
11,422220,422244,422247,422243,420367
7,422450,422464,422466,422464,420588
6,422690,422684,422686,422684,420808
2,422930,422904,422905,422905,421028
3,423120,423124,423124,423126,421249
9,423340,423344,423344,423346,421469
10,423540,423563,423563,423567,421690
5,423800,423783,423783,423788,421910
4,423980,424003,424002,424008,422130
8,424220,424223,424221,424229,422351
12,424430,424443,424441,424449,422571
1,424700,424662,424660,424670,422792
11,424890,424882,424880,424891,423012
6,425350,425312,425321,425307,423453
7,425550,425532,425540,425528,423673
3,425740,425752,425759,425749,423894
2,426040,425973,425979,425970,424114
10,426200,426193,426198,426190,424335
9,426420,426413,426418,426411,424555
4,426640,426633,426637,426632,424775
5,426850,426853,426857,426853,424996
12,427030,427073,427076,427073,425216
8,427250,427293,427296,427294,425437
11,427500,427513,427515,427515,425657
1,427730,427733,427735,427735,425877
6,427970,427954,427954,427956,426098
3,428140,428174,428174,428177,426318
7,428410,428394,428393,428398,426539
10,428590,428614,428613,428618,426759
2,428830,428834,428832,428839,426979
4,429070,429054,429052,429060,427200
9,429310,429274,429271,429281,427420
12,429490,429494,429490,429501,427641
5,429740,429714,429710,429722,427861
8,429910,429935,429929,429943,428082
1,430160,430155,430149,430163,428302
11,430380,430375,430368,430384,428522
3,430800,430797,430806,430791,428963
6,431030,431017,431025,431012,429184
10,431230,431237,431245,431232,429404
7,431470,431457,431464,431453,429624
4,431680,431677,431683,431673,429845
2,431890,431897,431903,431894,430065
12,432120,432118,432122,432114,430286
9,432340,432338,432342,432335,430506
8,432580,432558,432561,432556,430726
5,432760,432778,432781,432776,430947
11,432930,432998,433000,432997,431167
1,433200,433218,433220,433217,431388
6,433430,433438,433439,433438,431608
3,433690,433658,433658,433658,431829
7,433920,433878,433878,433879,432049
10,434100,434098,434097,434099,432269
2,434310,434318,434317,434320,432490
4,434520,434538,434536,434541,432710
9,434730,434758,434756,434761,432931
12,434970,434978,434975,434982,433151
5,435220,435198,435195,435202,433371
8,435430,435418,435414,435423,433592
11,435630,435639,435633,435643,433812
1,435880,435859,435853,435864,434033
3,436350,436280,436290,436277,434474
6,436520,436501,436510,436498,434694
10,436710,436721,436729,436718,434914
7,436960,436941,436949,436938,435135
4,437140,437161,437168,437159,435355
2,437400,437381,437387,437379,435576
12,437590,437602,437607,437600,435796
9,437780,437822,437826,437820,436016
8,438010,438042,438046,438041,436237
5,438220,438262,438265,438261,436457
1,438450,438482,438485,438481,436678
11,438670,438702,438704,438702,436898
3,438950,438923,438924,438922,437118
10,439130,439143,439143,439143,437339
6,439360,439363,439362,439363,437559
4,439580,439583,439582,439584,437780
7,439810,439803,439801,439804,438000
12,440060,440024,440021,440024,438221
2,440230,440244,440240,440245,438441
8,440440,440464,440460,440465,438661
9,440680,440684,440679,440686,438882
5,440950,440904,440898,440906,439102
11,441150,441124,441118,441127,439323
1,441350,441345,441337,441347,439543
10,441810,441768,441770,441753,439984
3,442010,441987,441989,441973,440204
4,442240,442206,442208,442194,440425
6,442450,442425,442427,442414,440645
12,442620,442644,442646,442634,440865
7,442880,442863,442866,442855,441086
8,443030,443082,443085,443075,441306
2,443300,443301,443304,443295,441527
5,443460,443520,443523,443516,441747
9,443710,443739,443743,443736,441968
1,443940,443958,443962,443956,442188
11,444170,444177,444181,444177,442408
3,444390,444395,444400,444397,442629
10,444670,444614,444620,444617,442849
6,444840,444833,444839,444837,443070
4,445100,445052,445058,445058,443290
7,445300,445271,445277,445278,443510
12,445480,445490,445496,445498,443731
2,445690,445709,445716,445719,443951
8,445900,445928,445935,445939,444172
5,446090,446147,446154,446159,444392
1,446350,446366,446373,446380,444612
9,446600,446585,446593,446600,444833
11,446850,446804,446812,446820,445053
10,447290,447238,447248,447235,445494
3,447480,447458,447467,447455,445715
4,447700,447677,447686,447675,445935
6,447930,447897,447905,447895,446155
12,448140,448117,448124,448115,446376
7,448330,448336,448343,448336,446596
8,448550,448556,448563,448556,446817
2,448750,448775,448782,448776,447037
1,449000,448995,449001,448996,447257
5,449170,449214,449220,449216,447478
11,449380,449434,449439,449436,447698
9,449560,449654,449658,449656,447919
10,449870,449873,449877,449876,448139
4,450150,450093,450097,450096,448360
3,450330,450312,450316,450317,448580
12,450590,450532,450535,450537,448800
6,450710,450751,450754,450757,449021
8,450980,450971,450973,450977,449241
7,451250,451190,451192,451197,449462
2,451440,451410,451411,451417,449682
5,451610,451630,451631,451637,449902
1,451880,451849,451850,451857,450123
9,452000,452069,452069,452077,450343
11,452300,452288,452288,452298,450564
4,452680,452705,452718,452702,451004
10,452910,452925,452937,452922,451225
12,453160,453145,453156,453141,451445
3,453340,453365,453375,453361,451666
8,453580,453584,453594,453581,451886
6,453830,453804,453813,453801,452107
2,454040,454024,454032,454021,452327
7,454230,454244,454251,454241,452547
1,454470,454464,454470,454461,452768
5,454670,454683,454689,454680,452988
11,454830,454903,454908,454900,453209
9,455080,455123,455127,455120,453429
10,455340,455343,455346,455340,453649
4,455610,455563,455565,455560,453870
3,455800,455782,455784,455780,454090
12,456010,456002,456003,455999,454311
6,456170,456222,456222,456219,454531
8,456420,456442,456441,456439,454751
2,456660,456662,456660,456659,454972
1,456930,456881,456879,456879,455192
7,457120,457101,457098,457099,455413
5,457350,457321,457317,457319,455633
9,457550,457541,457536,457538,455854
11,457740,457760,457755,457758,456074
4,458180,458174,458186,458168,456515
10,458380,458393,458405,458387,456735
12,458640,458613,458624,458607,456956
3,458820,458833,458843,458827,457176
8,458980,459052,459061,459047,457396
6,459260,459272,459280,459267,457617
1,459480,459492,459499,459487,457837
2,459720,459711,459718,459707,458058
5,459890,459931,459937,459927,458278
7,460120,460151,460156,460147,458498
11,460380,460370,460375,460367,458719
9,460640,460590,460593,460587,458939
4,460820,460810,460812,460807,459160
12,461040,461029,461031,461027,459380
10,461230,461249,461250,461246,459601
8,461470,461469,461469,461466,459821
3,461660,461688,461688,461686,460041
6,461920,461908,461906,461906,460262
2,462110,462128,462125,462126,460482
1,462380,462347,462344,462346,460703
5,462560,462567,462563,462566,460923
11,462800,462787,462782,462786,461143
7,463000,463006,463001,463006,461364
9,463240,463226,463219,463226,461584
12,463670,463648,463652,463636,462025
4,463850,463867,463871,463855,462246
8,464060,464086,464090,464075,462466
10,464290,464304,464308,464295,462686
6,464520,464523,464527,464515,462907
3,464750,464742,464746,464735,463127
1,465010,464961,464964,464955,463348
2,465240,465179,465183,465175,463568
11,465370,465398,465402,465395,463788
5,465610,465617,465621,465614,464009
9,465840,465835,465839,465834,464229
7,466040,466054,466058,466054,464450
4,466290,466273,466277,466274,464670
12,466510,466492,466495,466494,464890
10,466700,466710,466714,466714,465111
8,466930,466929,466933,466934,465331
6,467120,467148,467151,467154,465552
1,467380,467366,467370,467374,465772
3,467590,467585,467589,467593,465993
2,467790,467804,467807,467813,466213
5,468020,468023,468026,468033,466433
11,468200,468241,468245,468253,466654
7,468480,468460,468464,468473,466874
9,468680,468679,468682,468693,467095
12,469160,469104,469117,469102,467535
4,469340,469323,469336,469322,467756
8,469530,469543,469554,469542,467976
10,469740,469762,469773,469761,468197
1,470020,469982,469991,469981,468417
6,470210,470201,470210,470201,468637
2,470420,470421,470429,470420,468858
3,470590,470640,470647,470640,469078
11,470820,470860,470866,470860,469299
5,471060,471079,471085,471080,469519
9,471240,471299,471303,471299,469740
7,471540,471518,471522,471519,469960
12,471750,471738,471741,471739,470180
8,471950,471957,471959,471958,470401
4,472220,472177,472178,472178,470621
10,472400,472396,472397,472398,470842
6,472600,472616,472615,472617,471062
1,472880,472835,472834,472837,471282
2,473060,473055,473053,473057,471503
11,473280,473274,473271,473276,471723
3,473500,473494,473490,473496,471944
9,473660,473713,473708,473716,472164
5,473910,473933,473927,473936,472384
7,474210,474152,474146,474155,472605
8,474560,474570,474578,474562,473046
12,474790,474789,474797,474781,473266
10,475000,475008,475015,475001,473487
4,475230,475227,475234,475221,473707
1,475480,475446,475452,475440,473927
6,475690,475665,475671,475660,474148
11,475890,475884,475889,475879,474368
2,476090,476103,476108,476099,474589
9,476300,476322,476326,476319,474809
3,476490,476541,476545,476538,475029
7,476720,476760,476763,476758,475250
5,476960,476979,476982,476977,475470
12,477210,477198,477200,477197,475691
8,477430,477417,477419,477416,475911
10,477620,477636,477637,477636,476132
1,477880,477855,477856,477856,476352
4,478110,478074,478074,478075,476572
6,478320,478293,478293,478295,476793
2,478530,478511,478511,478514,477013
11,478670,478730,478730,478734,477234
3,478970,478949,478949,478954,477454
9,479140,479168,479167,479173,477674
5,479370,479387,479386,479393,477895
7,479640,479606,479604,479612,478115
8,479970,480023,480037,480022,478556
12,480270,480243,480256,480241,478776
1,480490,480462,480474,480461,478997
10,480640,480682,480693,480680,479217
6,480920,480901,480911,480900,479438
4,481150,481121,481130,481119,479658
11,481310,481340,481348,481339,479879
2,481540,481560,481567,481558,480099
9,481750,481779,481785,481778,480319
3,482010,481999,482004,481997,480540
7,482220,482218,482222,482217,480760
5,482430,482438,482441,482436,480981
8,482710,482657,482659,482656,481201
12,482850,482877,482878,482875,481421
10,483070,483096,483096,483095,481642
1,483350,483316,483314,483314,481862
6,483480,483535,483533,483534,482083
11,483760,483755,483751,483753,482303
4,484000,483974,483970,483973,482523
9,484190,484194,484188,484192,482744
2,484380,484413,484407,484412,482964
7,484640,484633,484625,484631,483185
3,484860,484852,484844,484851,483405
5,485110,485072,485062,485070,483626
12,485500,485485,485494,485483,484066
8,485720,485704,485712,485702,484287
1,485940,485923,485930,485921,484507
10,486110,486142,486149,486139,484728
11,486380,486361,486367,486358,484948
6,486590,486579,486585,486577,485168
9,486790,486798,486804,486796,485389
4,487000,487017,487022,487015,485609
7,487210,487236,487240,487234,485830
2,487460,487455,487459,487453,486050
5,487660,487674,487677,487672,486270
3,487850,487892,487895,487891,486491
12,488120,488111,488114,488109,486711
1,488320,488330,488332,488328,486932
8,488560,488549,488550,488547,487152
10,488750,488768,488769,488766,487373
6,488930,488986,488987,488985,487593
11,489200,489205,489205,489204,487813
4,489430,489424,489424,489423,488034
9,489650,489643,489642,489642,488254
2,489850,489862,489860,489861,488475
7,490130,490080,490079,490079,488695
3,490290,490299,490297,490298,488915
5,490560,490518,490515,490517,489136
1,490920,490921,490935,490913,489577
12,491100,491140,491153,491132,489797
10,491310,491358,491371,491351,490018
8,491560,491576,491589,491569,490238
11,491770,491795,491807,491788,490458
6,491970,492013,492025,492007,490679
9,492240,492232,492243,492226,490899
4,492440,492450,492461,492444,491120
7,492680,492668,492679,492663,491340
2,492890,492887,492897,492882,491560
5,493070,493105,493115,493100,491781
3,493320,493324,493332,493319,492001
12,493590,493542,493550,493538,492222
1,493820,493761,493768,493756,492442
10,493970,493979,493986,493975,492662
11,494200,494197,494204,494194,492883
8,494440,494416,494422,494412,493103
9,494630,494634,494640,494631,493324
6,494820,494853,494858,494850,493544
7,495130,495071,495076,495069,493765
4,495280,495289,495294,495287,493985
5,495510,495508,495512,495506,494205
2,495680,495726,495730,495725,494426
3,495940,495945,495947,495943,494646
1,496370,496357,496375,496357,495087
12,496570,496576,496593,496576,495307
11,496790,496795,496811,496794,495528
10,497000,497014,497029,497013,495748
9,497260,497233,497246,497232,495969
8,497470,497451,497464,497451,496189
7,497660,497670,497682,497670,496409
6,497870,497889,497900,497888,496630
5,498070,498108,498117,498107,496850
4,498310,498327,498335,498326,497071
3,498540,498546,498553,498545,497291
2,498730,498765,498771,498764,497512
1,498990,498983,498988,498982,497732
12,499220,499202,499206,499201,497952
10,499400,499421,499424,499420,498173
11,499650,499640,499642,499639,498393
8,499860,499859,499859,499857,498614
9,500080,500078,500077,500076,498834
6,500290,500296,500295,500295,499054
7,500560,500515,500513,500514,499275
4,500760,500734,500730,500733,499495
5,500980,500953,500948,500951,499716
2,501140,501172,501166,501170,499936
3,501380,501391,501384,501389,500156
12,501800,501796,501811,501790,500597
1,502030,502014,502029,502009,500818
11,502210,502233,502246,502228,501038
10,502460,502451,502464,502447,501259
9,502650,502670,502681,502665,501479
8,502920,502888,502899,502884,501699
7,503110,503107,503117,503103,501920
6,503320,503326,503334,503322,502140
5,503510,503544,503552,503541,502361
4,503770,503763,503769,503759,502581
3,503950,503981,503987,503978,502801
2,504150,504200,504204,504197,503022
1,504430,504418,504422,504416,503242
12,504600,504637,504640,504634,503463
11,504800,504855,504857,504853,503683
9,505040,505074,505075,505072,503904
10,505310,505293,505292,505291,504124
7,505550,505511,505510,505509,504344
8,505760,505730,505728,505728,504565
5,505970,505948,505945,505947,504785
6,506150,506167,506163,506166,505006
3,506390,506385,506380,506385,505226
4,506620,506604,506598,506603,505446
2,506850,506822,506815,506822,505667
12,507220,507225,507250,507229,506108
1,507420,507445,507467,507448,506328
9,507630,507665,507685,507667,506548
11,507850,507885,507903,507886,506769
7,508130,508105,508120,508105,506989
10,508360,508324,508338,508325,507210
5,508570,508544,508556,508544,507430
8,508740,508764,508773,508763,507651
3,508970,508984,508991,508982,507871
6,509180,509203,509209,509202,508091
2,509410,509423,509426,509421,508312
4,509660,509643,509644,509640,508532
12,509840,509863,509862,509859,508753
9,510030,510083,510079,510078,508973
1,510300,510302,510297,510298,509193
11,510470,510522,510515,510517,509414
10,510730,510742,510732,510736,509634
7,511020,510962,510950,510955,509855
8,511190,511182,511168,511174,510075
5,511420,511401,511385,511394,510295
6,511600,511621,511603,511613,510516
3,511850,511841,511821,511832,510736
4,512090,512061,512038,512051,510957
2,512310,512280,512256,512271,511177
9,512700,512683,512697,512678,511618
12,512880,512902,512915,512898,511838
11,513070,513122,513133,513117,512059
1,513330,513341,513351,513337,512279
7,513570,513561,513569,513557,512500
10,513830,513780,513786,513777,512720
5,514000,514000,514004,513996,512940
8,514240,514219,514222,514216,513161
3,514410,514439,514440,514436,513381
6,514630,514658,514658,514656,513602
2,514850,514878,514876,514875,513822
4,515060,515097,515094,515095,514042
9,515280,515317,515312,515315,514263
12,515530,515536,515530,515535,514483
1,515780,515756,515748,515754,514704
11,515980,515975,515965,515974,514924
7,516250,516195,516183,516194,515145
5,516420,516415,516401,516414,515365
10,516680,516634,516619,516633,515585
3,516890,516854,516837,516853,515806
8,517050,517073,517055,517073,516026
2,517270,517293,517273,517293,516247
6,517500,517512,517491,517512,516467
4,517720,517732,517709,517732,516687
12,518180,518141,518157,518148,517128
9,518370,518361,518375,518367,517349
11,518560,518582,518594,518587,517569
1,518790,518802,518812,518807,517790
5,519000,519022,519030,519027,518010
7,519260,519243,519249,519246,518230
3,519520,519463,519467,519466,518451
10,519680,519683,519685,519686,518671
2,519880,519903,519903,519906,518892
8,520100,520124,520122,520125,519112
4,520320,520344,520340,520345,519332
6,520560,520564,520558,520565,519553
9,520780,520785,520777,520784,519773
12,521010,521005,520995,521004,519994
11,521230,521225,521213,521224,520214
5,521430,521445,521432,521444,520434
1,521640,521666,521650,521663,520655
7,521880,521886,521868,521883,520875
10,522100,522106,522087,522103,521096
3,522330,522327,522305,522323,521316
8,522570,522547,522523,522542,521537
2,522770,522767,522742,522762,521757
6,522980,522987,522960,522982,521977
4,523250,523208,523178,523201,522198
12,523620,523605,523617,523603,522639
9,523780,523825,523836,523823,522859
5,523980,524045,524054,524043,523079
11,524260,524264,524273,524262,523300
7,524470,524484,524491,524482,523520
1,524730,524704,524710,524702,523741
3,524950,524924,524928,524921,523961
10,525210,525144,525147,525141,524181
2,525350,525363,525365,525361,524402
8,525550,525583,525583,525580,524622
4,525800,525803,525802,525800,524843
6,526030,526023,526020,526020,525063
12,526220,526242,526239,526239,525284
5,526450,526462,526457,526459,525504
9,526630,526682,526676,526679,525724
11,526880,526902,526894,526898,525945
1,527140,527122,527113,527118,526165
7,527360,527341,527331,527338,526386
3,527570,527561,527550,527558,526606
2,527790,527781,527768,527777,526826
10,528030,528001,527986,527997,527047
4,528230,528220,528205,528217,527267
8,528430,528440,528423,528436,527488
6,528650,528660,528642,528656,527708
5,529030,529065,529082,529068,528149
12,529270,529285,529301,529288,528369
11,529510,529506,529519,529508,528590
9,529700,529726,529738,529728,528810
7,529940,529946,529956,529948,529031
1,530190,530166,530175,530168,529251
2,530410,530386,530394,530387,529471
3,530560,530606,530612,530607,529692
4,530840,530826,530831,530827,529912
10,531030,531047,531049,531047,530133
6,531280,531267,531268,531267,530353
8,531500,531487,531487,531487,530573
12,531750,531707,531705,531707,530794
5,531980,531927,531924,531926,531014
9,532140,532147,532142,532146,531235
11,532370,532367,532361,532366,531455
7,532620,532588,532580,532586,531676
2,532800,532808,532798,532806,531896
1,533060,533028,533017,533026,532116
3,533200,533248,533235,533246,532337
10,533460,533468,533454,533465,532557
4,533660,533688,533673,533685,532778
8,533930,533908,533891,533905,532998
6,534090,534129,534110,534125,533218
5,534570,534535,534547,534528,533659
12,534770,534754,534765,534749,533880
11,534990,534974,534984,534969,534100
9,535200,535193,535203,535189,534320
2,535380,535413,535421,535409,534541
7,535630,535632,535640,535629,534761
3,535840,535852,535858,535849,534982
1,536080,536072,536077,536069,535202
4,536260,536291,536296,536290,535423
10,536510,536511,536514,536510,535643
6,536710,536730,536733,536730,535863
8,536960,536950,536951,536950,536084
5,537160,537169,537170,537170,536304
11,537390,537389,537389,537390,536525
12,537610,537608,537607,537610,536745
2,537840,537828,537826,537830,536965
9,538030,538047,538045,538051,537186
7,538320,538267,538263,538271,537406
1,538520,538487,538482,538491,537627
3,538670,538706,538700,538711,537847
4,538910,538926,538919,538931,538067
6,539130,539145,539138,539151,538288
10,539370,539365,539356,539371,538508
8,539590,539584,539575,539592,538729
11,540050,540001,540020,540002,539170
5,540240,540222,540239,540222,539390
2,540480,540442,540458,540443,539610
12,540660,540663,540676,540664,539831
7,540920,540884,540895,540885,540051
9,541090,541104,541114,541106,540272
3,541310,541325,541333,541327,540492
1,541570,541546,541552,541547,540712
6,541760,541766,541771,541768,540933
4,541950,541987,541990,541989,541153
8,542170,542207,542209,542210,541374
10,542380,542428,542427,542431,541594
5,542600,542649,542646,542652,541814
11,542880,542869,542865,542873,542035
12,543130,543090,543084,543093,542255
2,543370,543311,543303,543314,542476
9,543490,543531,543522,543535,542696
7,543760,543752,543741,543756,542917
3,543960,543973,543960,543977,543137
6,544180,544193,544178,544198,543357
1,544460,544414,544397,544418,543578
4,544660,544634,544616,544639,543798
10,544830,544855,544835,544860,544019
8,545090,545076,545054,545081,544239
11,545460,545492,545507,545498,544680
5,545700,545713,545727,545719,544900
2,545950,545934,545946,545940,545121
12,546160,546156,546165,546161,545341
7,546390,546377,546385,546382,545562
9,546640,546599,546604,546603,545782
6,546870,546820,546824,546824,546002
3,547050,547041,547043,547045,546223
4,547270,547263,547262,547266,546443
1,547500,547484,547482,547487,546664
8,547690,547705,547701,547708,546884
10,547910,547927,547920,547929,547104
11,548190,548148,548140,548150,547325
2,548340,548369,548359,548371,547545
5,548570,548591,548578,548592,547766
7,548800,548812,548798,548813,547986
12,549060,549034,549017,549034,548206
6,549210,549255,549237,549255,548427
9,549480,549476,549456,549476,548647
3,549670,549698,549675,549697,548868
1,549960,549919,549895,549918,549088
4,550120,550140,550114,550139,549309
10,550350,550362,550333,550360,549529
8,550610,550583,550553,550581,549749
2,550980,550988,551000,550988,550190
11,551170,551210,551220,551209,550411
7,551420,551431,551439,551430,550631
5,551640,551652,551659,551651,550851
6,551870,551873,551879,551872,551072
12,552110,552094,552098,552093,551292
3,552330,552315,552318,552314,551513
9,552560,552536,552538,552535,551733
4,552770,552758,552757,552757,551953
1,553000,552979,552977,552978,552174
8,553180,553200,553197,553199,552394
10,553410,553421,553416,553420,552615
11,553660,553642,553636,553641,552835
2,553850,553863,553856,553862,553056
5,554040,554084,554075,554083,553276
7,554320,554306,554295,554304,553496
12,554560,554527,554515,554525,553717
6,554720,554748,554734,554747,553937
9,554970,554969,554954,554968,554158
3,555240,555190,555174,555189,554378
4,555400,555411,555393,555410,554598
8,555620,555632,555613,555631,554819
1,555840,555854,555833,555852,555039
10,556070,556075,556052,556073,555260
2,556510,556491,556499,556487,555700
11,556700,556712,556719,556709,555921
7,556960,556933,556939,556930,556141
5,557140,557153,557159,557151,556362
6,557400,557374,557378,557373,556582
12,557630,557595,557598,557594,556803
3,557800,557816,557818,557815,557023
9,558070,558036,558038,558037,557243
8,558250,558257,558258,558258,557464
4,558470,558478,558478,558479,557684
10,558690,558699,558698,558701,557905
1,558940,558920,558918,558922,558125
2,559130,559140,559137,559143,558345
7,559390,559361,559357,559364,558566
11,559560,559582,559577,559586,558786
6,559790,559803,559797,559807,559007
5,560040,560023,560017,560028,559227
3,560240,560244,560237,560250,559448
12,560450,560465,560457,560471,559668
8,560660,560686,560677,560692,559888
9,560910,560906,560896,560914,560109
4,561130,561127,561116,561135,560329
1,561390,561348,561336,561356,560550
10,561530,561569,561556,561578,560770
7,562000,561987,562001,561992,561211
